order_date,city,category,product_name,quantity,final_amount,feedback_sentiment,customer_rating,delivery_time_minutes,customer_id,order_hour,price_per_unit,sentiment_score,customer_age
2024-02-06,Delhi,Bakery,Cookies,3,147.1,Positive,4,21,CUST3309,17,49.03333333333333,1,32
2024-02-06,Chennai,Snacks,Nuts,1,148.1,Positive,5,21,CUST4637,20,148.1,1,52
2024-02-06,Delhi,Fruits,Apple,2,245.69,Negative,1,20,CUST9398,21,122.845,-1,21
2024-02-06,Bengaluru,Bakery,Bread,3,208.96,Positive,5,44,CUST4823,10,69.65333333333334,1,54
2024-02-06,Bengaluru,Fruits,Mango,1,274.03,Positive,5,34,CUST9609,11,274.03,1,34
2024-02-06,Kolkata,Snacks,Chips,2,273.2,Positive,4,42,CUST3854,10,136.6,1,48
2024-02-06,Bengaluru,Beverages,Tea,4,241.79,Positive,5,19,CUST5539,8,60.4475,1,55
2024-02-06,Delhi,Fruits,Mango,5,239.65,Positive,4,38,CUST3990,6,47.93,1,27
2024-02-06,Mumbai,Snacks,Biscuit,3,204.07,Neutral,3,53,CUST2628,11,68.02333333333333,0,44
2024-02-06,Bengaluru,Bakery,Cookies,1,109.14,Positive,5,60,CUST1994,20,109.14,1,59
2024-02-06,Delhi,Beverages,Coffee,5,156.33,Positive,5,42,CUST5942,7,31.266000000000002,1,23
2024-02-06,Mumbai,Fruits,Banana,4,161.47,Neutral,3,47,CUST2670,8,40.3675,0,23
2024-02-06,Delhi,Snacks,Biscuit,5,253.28,Positive,5,27,CUST7405,22,50.656,1,32
2024-02-06,Delhi,Beverages,Tea,3,288.02,Negative,2,26,CUST6530,17,96.00666666666666,-1,21
2024-02-06,Mumbai,Beverages,Juice,4,200.37,Positive,5,35,CUST2212,20,50.0925,1,57
2024-02-06,Delhi,Dairy,Milk,3,211.98,Neutral,4,31,CUST9852,17,70.66,0,24
2024-02-06,Bengaluru,Beverages,Tea,2,169.76,Positive,5,35,CUST8239,21,84.88,1,43
2024-02-06,Kolkata,Snacks,Biscuit,1,187.07,Positive,5,38,CUST9895,13,187.07,1,48
2024-02-06,Chennai,Bakery,Cake,2,178.34,Neutral,3,51,CUST6778,19,89.17,0,19
2024-02-07,Delhi,Dairy,Cheese,2,287.08,Positive,5,23,CUST5765,22,143.54,1,45
2024-02-07,Delhi,Snacks,Nuts,2,278.51,Positive,5,17,CUST3662,13,139.255,1,59
2024-02-07,Delhi,Snacks,Nuts,5,133.2,Positive,4,35,CUST1741,20,26.639999999999997,1,30
2024-02-07,Bengaluru,Snacks,Biscuit,4,206.01,Positive,5,43,CUST8325,19,51.5025,1,35
2024-02-07,Kolkata,Fruits,Banana,3,186.44,Positive,4,41,CUST1683,12,62.14666666666667,1,47
2024-02-07,Delhi,Fruits,Mango,3,50.0,Negative,2,15,CUST7466,8,16.666666666666668,-1,28
2024-02-07,Chennai,Bakery,Bread,2,265.61,Positive,4,43,CUST3060,17,132.805,1,30
2024-02-07,Delhi,Snacks,Nuts,2,323.68,Neutral,4,45,CUST7535,8,161.84,0,41
2024-02-07,Bengaluru,Fruits,Apple,3,249.86,Positive,4,38,CUST2013,19,83.28666666666668,1,46
2024-02-07,Kolkata,Fruits,Mango,0,181.42,Negative,3,15,CUST5867,20,,-1,22
2024-02-07,Chennai,Fruits,Mango,2,264.28,Positive,4,26,CUST1126,19,132.14,1,52
2024-02-07,Kolkata,Bakery,Cake,3,223.67,Positive,5,39,CUST3991,12,74.55666666666666,1,36
2024-02-07,Chennai,Bakery,Cake,4,299.4,Positive,5,45,CUST5197,22,74.85,1,30
2024-02-07,Mumbai,Snacks,Nuts,4,217.62,Neutral,4,52,CUST9945,17,54.405,0,22
2024-02-07,Chennai,Dairy,Cheese,1,199.99,Positive,4,44,CUST9756,9,199.99,1,31
2024-02-07,Delhi,Snacks,Nuts,1,197.52,Neutral,3,17,CUST6431,14,197.52,0,55
2024-02-07,Chennai,Fruits,Apple,3,185.99,Neutral,4,24,CUST5876,11,61.99666666666667,0,39
2024-02-07,Bengaluru,Fruits,Mango,2,227.78,Positive,5,51,CUST2216,21,113.89,1,26
2024-02-07,Chennai,Beverages,Juice,3,274.88,Neutral,4,46,CUST8858,7,91.62666666666667,0,57
2024-02-07,Bengaluru,Snacks,Biscuit,7,145.69,Positive,5,44,CUST6678,13,20.812857142857144,1,43
2024-02-07,Bengaluru,Fruits,Apple,3,241.95,Positive,5,49,CUST9209,16,80.64999999999999,1,22
2024-02-07,Bengaluru,Fruits,Banana,0,352.91,Positive,5,49,CUST9034,18,,1,46
2024-02-07,Kolkata,Dairy,Milk,2,150.79,Neutral,3,40,CUST9626,22,75.395,0,39
2024-02-07,Delhi,Beverages,Tea,6,246.63,Positive,5,21,CUST2061,13,41.105,1,20
2024-02-07,Delhi,Snacks,Nuts,4,194.94,Positive,4,48,CUST6975,19,48.735,1,45
2024-02-07,Delhi,Bakery,Bread,1,128.61,Positive,5,36,CUST6265,20,128.61,1,55
2024-02-07,Delhi,Snacks,Nuts,1,113.8,Neutral,3,29,CUST3147,11,113.8,0,31
2024-02-07,Chennai,Snacks,Chips,1,235.85,Positive,5,55,CUST2856,16,235.85,1,31
2024-02-07,Delhi,Dairy,Milk,2,136.47,Positive,4,34,CUST2859,18,68.235,1,28
2024-02-07,Chennai,Snacks,Chips,5,242.65,Positive,5,23,CUST6664,6,48.53,1,26
2024-02-07,Mumbai,Dairy,Cheese,2,205.01,Positive,4,43,CUST9602,11,102.505,1,55
2024-02-07,Delhi,Dairy,Milk,2,295.23,Positive,4,52,CUST3740,14,147.615,1,23
2024-02-07,Kolkata,Fruits,Apple,4,154.49,Positive,5,37,CUST3226,13,38.6225,1,18
2024-02-07,Kolkata,Bakery,Cake,3,149.29,Positive,4,34,CUST3661,16,49.76333333333333,1,42
2024-02-07,Bengaluru,Dairy,Milk,1,258.42,Positive,5,17,CUST4754,14,258.42,1,33
2024-02-08,Bengaluru,Beverages,Tea,2,185.82,Positive,5,28,CUST9441,22,92.91,1,32
2024-02-08,Kolkata,Beverages,Juice,5,245.33,Neutral,4,58,CUST5825,17,49.066,0,51
2024-02-08,Delhi,Bakery,Cookies,5,265.22,Positive,4,32,CUST1241,19,53.044000000000004,1,34
2024-02-08,Chennai,Dairy,Milk,5,277.33,Positive,4,47,CUST5885,20,55.465999999999994,1,20
2024-02-08,Chennai,Bakery,Bread,2,136.59,Positive,4,39,CUST7802,21,68.295,1,20
2024-02-08,Kolkata,Fruits,Mango,2,184.26,Negative,2,24,CUST7163,6,92.13,-1,54
2024-02-08,Delhi,Beverages,Tea,5,113.16,Neutral,3,27,CUST2174,15,22.631999999999998,0,34
2024-02-08,Kolkata,Snacks,Chips,4,264.54,Positive,5,45,CUST3732,13,66.135,1,55
2024-02-08,Delhi,Beverages,Tea,5,193.04,Positive,4,24,CUST8865,6,38.608,1,18
2024-02-08,Delhi,Dairy,Milk,3,81.13,Positive,5,38,CUST9879,7,27.043333333333333,1,24
2024-02-08,Mumbai,Bakery,Cake,2,258.41,Neutral,4,20,CUST8856,6,129.205,0,43
2024-02-08,Bengaluru,Beverages,Coffee,1,245.09,Positive,5,49,CUST3284,6,245.09,1,56
2024-02-08,Chennai,Snacks,Biscuit,2,150.31,Positive,5,19,CUST6285,14,75.155,1,36
2024-02-08,Kolkata,Snacks,Biscuit,5,190.47,Positive,5,50,CUST1532,18,38.094,1,47
2024-02-08,Kolkata,Bakery,Cookies,2,231.5,Positive,5,26,CUST2368,6,115.75,1,31
2024-02-08,Mumbai,Bakery,Cake,1,254.25,Positive,5,50,CUST6337,18,254.25,1,30
2024-02-08,Mumbai,Beverages,Coffee,4,169.14,Neutral,4,32,CUST7618,12,42.285,0,37
2024-02-08,Mumbai,Dairy,Cheese,6,250.41,Positive,5,41,CUST7044,7,41.735,1,43
2024-02-08,Chennai,Fruits,Mango,6,188.17,Neutral,4,35,CUST5949,11,31.361666666666665,0,44
2024-02-08,Delhi,Snacks,Chips,4,220.4,Positive,5,36,CUST5689,12,55.1,1,42
2024-02-08,Chennai,Bakery,Cookies,4,215.73,Neutral,3,24,CUST8831,19,53.9325,0,26
2024-02-08,Bengaluru,Fruits,Apple,3,109.07,Positive,4,35,CUST2791,20,36.35666666666666,1,58
2024-02-08,Mumbai,Fruits,Apple,2,164.36,Positive,4,52,CUST5741,7,82.18,1,29
2024-02-08,Kolkata,Fruits,Mango,1,139.2,Positive,5,58,CUST7022,15,139.2,1,27
2024-02-08,Bengaluru,Dairy,Milk,2,159.41,Positive,5,45,CUST5474,17,79.705,1,23
2024-02-08,Chennai,Bakery,Cake,2,215.62,Positive,5,45,CUST9373,22,107.81,1,51
2024-02-08,Chennai,Snacks,Chips,2,161.07,Neutral,3,37,CUST8224,13,80.535,0,58
2024-02-08,Mumbai,Bakery,Cookies,5,216.42,Positive,5,26,CUST2451,16,43.284,1,36
2024-02-08,Mumbai,Beverages,Tea,2,144.61,Positive,5,51,CUST1142,8,72.305,1,23
2024-02-08,Bengaluru,Snacks,Biscuit,4,183.58,Neutral,4,30,CUST5529,11,45.895,0,19
2024-02-08,Chennai,Bakery,Bread,5,274.11,Neutral,3,21,CUST1175,14,54.822,0,32
2024-02-08,Delhi,Snacks,Biscuit,1,159.17,Positive,4,24,CUST6930,11,159.17,1,34
2024-02-08,Bengaluru,Beverages,Tea,2,238.78,Negative,3,15,CUST6120,14,119.39,-1,33
2024-02-08,Bengaluru,Snacks,Biscuit,5,126.73,Positive,4,41,CUST6839,12,25.346,1,45
2024-02-08,Kolkata,Fruits,Banana,1,241.67,Positive,4,47,CUST1971,14,241.67,1,38
2024-02-09,Delhi,Dairy,Butter,6,155.89,Positive,4,45,CUST3683,17,25.981666666666666,1,25
2024-02-09,Kolkata,Beverages,Coffee,1,164.36,Positive,5,26,CUST7757,13,164.36,1,27
2024-02-09,Chennai,Snacks,Nuts,2,252.08,Positive,4,56,CUST8974,13,126.04,1,27
2024-02-09,Delhi,Beverages,Tea,8,80.29,Neutral,4,18,CUST6900,20,10.03625,0,27
2024-02-09,Delhi,Fruits,Banana,6,190.82,Positive,4,30,CUST1721,12,31.80333333333333,1,26
2024-02-09,Chennai,Dairy,Butter,1,246.98,Positive,5,14,CUST8050,16,246.98,1,45
2024-02-09,Delhi,Beverages,Coffee,1,108.51,Neutral,3,51,CUST6701,21,108.51,0,41
2024-02-09,Chennai,Fruits,Apple,5,192.15,Negative,1,17,CUST2859,9,38.43,-1,36
2024-02-09,Bengaluru,Fruits,Apple,4,138.7,Positive,4,41,CUST2243,11,34.675,1,50
2024-02-09,Delhi,Fruits,Mango,4,165.28,Neutral,4,44,CUST6807,8,41.32,0,21
2024-02-09,Chennai,Snacks,Chips,1,205.1,Negative,3,29,CUST1279,14,205.1,-1,20
2024-02-09,Mumbai,Bakery,Cookies,1,224.24,Positive,4,47,CUST5824,15,224.24,1,59
2024-02-09,Bengaluru,Beverages,Tea,4,223.59,Positive,5,18,CUST6350,19,55.8975,1,29
2024-02-09,Mumbai,Bakery,Bread,4,259.71,Positive,5,55,CUST2804,16,64.9275,1,35
2024-02-09,Bengaluru,Fruits,Apple,0,188.05,Positive,5,57,CUST4207,17,,1,40
2024-02-09,Delhi,Bakery,Cake,2,169.31,Positive,4,44,CUST3696,17,84.655,1,37
2024-02-09,Mumbai,Fruits,Apple,0,220.25,Negative,2,31,CUST4445,18,,-1,23
2024-02-09,Chennai,Fruits,Mango,3,254.73,Positive,5,32,CUST2346,18,84.91,1,51
2024-02-09,Mumbai,Dairy,Cheese,2,164.71,Positive,4,61,CUST2319,19,82.355,1,59
2024-02-09,Kolkata,Dairy,Milk,2,213.71,Positive,5,44,CUST3658,9,106.855,1,19
2024-02-09,Mumbai,Bakery,Bread,2,222.17,Neutral,4,58,CUST9307,18,111.085,0,47
2024-02-09,Kolkata,Beverages,Coffee,5,201.53,Positive,5,28,CUST1084,13,40.306,1,26
2024-02-09,Delhi,Bakery,Bread,6,217.88,Positive,4,24,CUST3699,17,36.31333333333333,1,44
2024-02-09,Chennai,Beverages,Tea,2,234.68,Negative,3,17,CUST8000,11,117.34,-1,59
2024-02-09,Bengaluru,Bakery,Cake,5,212.15,Positive,4,41,CUST9621,10,42.43,1,51
2024-02-09,Delhi,Snacks,Biscuit,5,199.07,Positive,5,39,CUST7675,14,39.814,1,57
2024-02-09,Delhi,Snacks,Nuts,6,193.72,Positive,4,19,CUST7815,8,32.28666666666667,1,41
2024-02-09,Delhi,Beverages,Juice,3,251.18,Positive,4,21,CUST5985,15,83.72666666666667,1,34
2024-02-09,Bengaluru,Dairy,Butter,1,218.14,Neutral,4,20,CUST5867,8,218.14,0,46
2024-02-09,Mumbai,Beverages,Juice,3,256.45,Positive,5,24,CUST8079,20,85.48333333333333,1,53
2024-02-09,Chennai,Bakery,Cake,0,205.8,Positive,5,18,CUST7841,6,,1,29
2024-02-09,Mumbai,Fruits,Banana,4,232.36,Positive,4,27,CUST6279,12,58.09,1,48
2024-02-09,Delhi,Snacks,Nuts,3,227.57,Positive,5,43,CUST8470,17,75.85666666666667,1,26
2024-02-09,Bengaluru,Fruits,Banana,5,170.93,Negative,3,18,CUST8145,22,34.186,-1,36
2024-02-09,Kolkata,Snacks,Nuts,1,78.43,Positive,5,53,CUST8987,10,78.43,1,34
2024-02-10,Delhi,Bakery,Bread,1,117.91,Neutral,3,11,CUST5136,9,117.91,0,19
2024-02-10,Delhi,Snacks,Biscuit,3,241.91,Positive,4,21,CUST3460,17,80.63666666666667,1,57
2024-02-10,Delhi,Beverages,Juice,2,227.84,Positive,5,39,CUST5938,22,113.92,1,22
2024-02-10,Kolkata,Fruits,Banana,2,200.16,Positive,4,60,CUST6452,14,100.08,1,56
2024-02-10,Kolkata,Fruits,Mango,1,212.36,Negative,1,24,CUST2829,9,212.36,-1,33
2024-02-10,Bengaluru,Bakery,Cake,4,166.74,Positive,5,45,CUST2033,7,41.685,1,34
2024-02-10,Chennai,Fruits,Apple,2,163.7,Positive,4,53,CUST1707,9,81.85,1,44
2024-02-10,Chennai,Bakery,Cake,5,185.77,Positive,5,25,CUST2899,7,37.154,1,24
2024-02-10,Bengaluru,Dairy,Butter,5,240.17,Positive,4,53,CUST4941,20,48.034,1,25
2024-02-10,Chennai,Beverages,Coffee,2,251.98,Positive,5,44,CUST3336,7,125.99,1,25
2024-02-10,Delhi,Snacks,Biscuit,3,216.38,Positive,4,45,CUST1158,9,72.12666666666667,1,40
2024-02-10,Delhi,Snacks,Chips,4,204.94,Positive,4,30,CUST9938,11,51.235,1,49
2024-02-10,Mumbai,Snacks,Biscuit,4,197.31,Positive,5,53,CUST8428,12,49.3275,1,35
2024-02-10,Delhi,Dairy,Milk,3,180.39,Neutral,3,41,CUST3372,15,60.129999999999995,0,55
2024-02-10,Bengaluru,Beverages,Tea,4,101.09,Positive,4,53,CUST7563,17,25.2725,1,29
2024-02-10,Chennai,Fruits,Apple,4,243.56,Positive,4,53,CUST3577,8,60.89,1,32
2024-02-10,Delhi,Fruits,Mango,9,234.72,Positive,4,23,CUST4940,18,26.08,1,45
2024-02-10,Delhi,Beverages,Tea,5,214.74,Positive,5,23,CUST6393,13,42.948,1,55
2024-02-10,Bengaluru,Beverages,Tea,2,231.04,Positive,5,49,CUST9977,20,115.52,1,48
2024-02-10,Chennai,Snacks,Chips,2,288.13,Neutral,3,24,CUST6591,6,144.065,0,26
2024-02-10,Mumbai,Fruits,Banana,1,174.43,Positive,4,41,CUST7970,8,174.43,1,25
2024-02-10,Bengaluru,Beverages,Juice,3,215.58,Positive,4,27,CUST9599,13,71.86,1,36
2024-02-10,Delhi,Fruits,Banana,2,137.95,Negative,2,34,CUST5173,9,68.975,-1,25
2024-02-10,Delhi,Beverages,Juice,5,286.96,Positive,4,48,CUST3641,21,57.391999999999996,1,51
2024-02-10,Chennai,Bakery,Cake,5,203.95,Positive,4,27,CUST7293,15,40.79,1,21
2024-02-10,Chennai,Snacks,Chips,1,99.37,Positive,4,44,CUST4596,17,99.37,1,48
2024-02-10,Delhi,Beverages,Coffee,4,181.38,Negative,2,38,CUST8988,19,45.345,-1,55
2024-02-10,Chennai,Dairy,Milk,2,264.88,Positive,4,44,CUST3990,19,132.44,1,20
2024-02-10,Bengaluru,Beverages,Juice,4,236.32,Positive,4,14,CUST2610,7,59.08,1,52
2024-02-10,Chennai,Bakery,Bread,2,282.71,Positive,4,23,CUST8401,10,141.355,1,36
2024-02-10,Bengaluru,Dairy,Cheese,6,194.51,Negative,2,25,CUST7811,10,32.41833333333333,-1,46
2024-02-10,Bengaluru,Dairy,Butter,2,241.45,Positive,5,23,CUST8401,11,120.725,1,27
2024-02-10,Bengaluru,Beverages,Coffee,4,218.69,Positive,4,54,CUST4240,18,54.6725,1,29
2024-02-10,Kolkata,Bakery,Cake,5,217.49,Positive,4,52,CUST6739,14,43.498000000000005,1,47
2024-02-10,Delhi,Dairy,Milk,5,151.18,Positive,5,36,CUST6999,20,30.236,1,47
2024-02-11,Delhi,Snacks,Biscuit,1,50.0,Positive,5,46,CUST6088,19,50.0,1,35
2024-02-11,Mumbai,Snacks,Biscuit,2,197.2,Positive,5,39,CUST3326,12,98.6,1,41
2024-02-11,Kolkata,Fruits,Apple,0,95.22,Negative,2,22,CUST5274,7,,-1,49
2024-02-11,Delhi,Fruits,Banana,8,229.99,Positive,5,33,CUST9761,12,28.74875,1,26
2024-02-11,Kolkata,Bakery,Bread,6,179.01,Negative,2,62,CUST7146,11,29.834999999999997,-1,41
2024-02-11,Chennai,Dairy,Butter,1,158.15,Positive,4,30,CUST6133,22,158.15,1,43
2024-02-11,Delhi,Snacks,Nuts,4,156.82,Positive,4,30,CUST8014,7,39.205,1,20
2024-02-11,Kolkata,Snacks,Biscuit,1,203.89,Positive,4,37,CUST9609,8,203.89,1,40
2024-02-11,Mumbai,Bakery,Cookies,2,247.88,Positive,4,38,CUST3319,10,123.94,1,28
2024-02-11,Chennai,Dairy,Milk,5,185.22,Neutral,4,20,CUST3151,10,37.044,0,27
2024-02-11,Delhi,Bakery,Cake,3,162.16,Positive,4,50,CUST9422,6,54.053333333333335,1,53
2024-02-11,Kolkata,Beverages,Tea,1,162.85,Neutral,3,25,CUST3883,13,162.85,0,30
2024-02-11,Chennai,Snacks,Nuts,4,281.01,Positive,5,22,CUST3737,17,70.2525,1,46
2024-02-11,Chennai,Bakery,Cookies,3,197.66,Positive,4,28,CUST7066,9,65.88666666666667,1,55
2024-02-11,Kolkata,Bakery,Bread,2,63.16,Positive,5,16,CUST4719,18,31.58,1,30
2024-02-11,Bengaluru,Beverages,Coffee,3,180.38,Positive,5,29,CUST3282,20,60.126666666666665,1,43
2024-02-11,Bengaluru,Fruits,Apple,3,128.29,Positive,4,26,CUST6890,16,42.76333333333333,1,37
2024-02-11,Chennai,Snacks,Chips,1,169.13,Neutral,3,38,CUST8136,15,169.13,0,22
2024-02-11,Bengaluru,Bakery,Bread,1,141.13,Neutral,3,47,CUST6059,8,141.13,0,37
2024-02-11,Delhi,Snacks,Chips,4,295.34,Neutral,4,49,CUST4509,19,73.835,0,31
2024-02-11,Chennai,Fruits,Mango,5,215.93,Positive,5,37,CUST2400,21,43.186,1,31
2024-02-11,Kolkata,Bakery,Cake,6,253.34,Positive,5,36,CUST1038,15,42.223333333333336,1,25
2024-02-11,Kolkata,Beverages,Juice,1,294.59,Positive,4,35,CUST2408,15,294.59,1,30
2024-02-11,Delhi,Snacks,Chips,3,214.59,Negative,1,19,CUST8802,17,71.53,-1,41
2024-02-11,Kolkata,Beverages,Tea,3,327.57,Negative,2,44,CUST3299,14,109.19,-1,32
2024-02-11,Mumbai,Fruits,Apple,1,123.42,Positive,4,39,CUST4027,6,123.42,1,18
2024-02-11,Kolkata,Fruits,Mango,4,270.51,Negative,1,42,CUST5714,10,67.6275,-1,39
2024-02-11,Delhi,Snacks,Chips,1,209.87,Neutral,4,50,CUST2640,13,209.87,0,51
2024-02-11,Kolkata,Fruits,Banana,3,243.56,Positive,5,52,CUST1036,16,81.18666666666667,1,57
2024-02-11,Chennai,Dairy,Butter,3,192.85,Positive,4,51,CUST1505,17,64.28333333333333,1,20
2024-02-11,Delhi,Snacks,Chips,7,232.74,Positive,4,36,CUST7244,6,33.24857142857143,1,43
2024-02-11,Chennai,Dairy,Butter,5,221.24,Neutral,4,31,CUST5277,16,44.248000000000005,0,31
2024-02-11,Mumbai,Fruits,Mango,2,195.18,Positive,5,46,CUST1878,10,97.59,1,58
2024-02-11,Chennai,Snacks,Nuts,7,207.19,Positive,5,17,CUST3167,20,29.59857142857143,1,25
2024-02-11,Kolkata,Dairy,Cheese,5,287.87,Positive,4,41,CUST8488,10,57.574,1,33
2024-02-12,Bengaluru,Fruits,Banana,5,163.57,Positive,4,45,CUST1477,17,32.714,1,59
2024-02-12,Kolkata,Bakery,Bread,1,277.09,Positive,5,37,CUST1267,10,277.09,1,38
2024-02-12,Chennai,Bakery,Cookies,5,162.6,Negative,3,15,CUST4183,22,32.519999999999996,-1,27
2024-02-12,Mumbai,Beverages,Tea,3,233.33,Positive,5,33,CUST5808,22,77.77666666666667,1,42
2024-02-12,Mumbai,Bakery,Cake,4,197.27,Neutral,3,33,CUST3205,17,49.3175,0,55
2024-02-12,Kolkata,Dairy,Butter,2,231.45,Positive,5,51,CUST5530,20,115.725,1,39
2024-02-12,Chennai,Bakery,Cookies,1,215.2,Neutral,3,40,CUST4000,20,215.2,0,21
2024-02-12,Kolkata,Snacks,Nuts,6,226.06,Positive,5,50,CUST3300,11,37.67666666666667,1,21
2024-02-12,Kolkata,Snacks,Biscuit,2,231.84,Negative,3,20,CUST4449,17,115.92,-1,47
2024-02-12,Mumbai,Snacks,Biscuit,3,209.64,Positive,5,43,CUST1527,19,69.88,1,19
2024-02-12,Chennai,Bakery,Bread,3,262.49,Positive,4,48,CUST1605,7,87.49666666666667,1,46
2024-02-12,Delhi,Bakery,Cookies,1,226.17,Negative,3,47,CUST1601,14,226.17,-1,53
2024-02-12,Bengaluru,Beverages,Tea,1,287.66,Positive,4,31,CUST3528,10,287.66,1,38
2024-02-12,Delhi,Fruits,Mango,3,188.91,Positive,4,60,CUST5583,6,62.97,1,38
2024-02-12,Mumbai,Beverages,Tea,2,163.28,Positive,4,17,CUST2806,8,81.64,1,38
2024-02-12,Mumbai,Dairy,Milk,3,223.02,Positive,4,47,CUST2074,11,74.34,1,21
2024-02-12,Mumbai,Snacks,Biscuit,2,128.51,Neutral,4,13,CUST1225,10,64.255,0,18
2024-02-12,Kolkata,Bakery,Bread,5,254.53,Positive,5,27,CUST8064,10,50.906,1,43
2024-02-12,Mumbai,Fruits,Banana,3,182.41,Neutral,3,34,CUST6221,6,60.803333333333335,0,19
2024-02-12,Mumbai,Fruits,Banana,2,245.94,Negative,1,30,CUST3122,22,122.97,-1,26
2024-02-12,Delhi,Bakery,Cookies,2,218.24,Negative,3,22,CUST6069,19,109.12,-1,35
2024-02-12,Mumbai,Beverages,Juice,6,197.92,Positive,5,20,CUST6683,17,32.986666666666665,1,59
2024-02-12,Delhi,Fruits,Mango,5,216.28,Positive,5,19,CUST9919,15,43.256,1,58
2024-02-12,Delhi,Beverages,Coffee,4,128.47,Positive,4,27,CUST4360,16,32.1175,1,28
2024-02-12,Bengaluru,Bakery,Cookies,5,179.56,Neutral,4,20,CUST4162,7,35.912,0,42
2024-02-12,Kolkata,Beverages,Coffee,4,240.14,Positive,4,29,CUST8448,12,60.035,1,43
2024-02-12,Bengaluru,Snacks,Chips,5,133.59,Positive,5,25,CUST2427,20,26.718,1,53
2024-02-12,Bengaluru,Bakery,Bread,3,229.47,Positive,4,26,CUST9867,16,76.49,1,59
2024-02-12,Mumbai,Bakery,Bread,2,243.2,Negative,3,23,CUST4210,17,121.6,-1,52
2024-02-12,Chennai,Fruits,Apple,1,167.74,Positive,4,38,CUST2969,11,167.74,1,55
2024-02-12,Bengaluru,Fruits,Banana,3,266.47,Positive,5,42,CUST1295,18,88.82333333333334,1,20
2024-02-12,Bengaluru,Fruits,Banana,4,240.61,Positive,4,45,CUST8756,21,60.1525,1,58
2024-02-12,Delhi,Snacks,Nuts,3,269.03,Positive,5,42,CUST5850,15,89.67666666666666,1,52
2024-02-12,Mumbai,Snacks,Nuts,4,218.38,Positive,5,35,CUST1879,13,54.595,1,57
2024-02-12,Mumbai,Dairy,Butter,3,179.4,Positive,5,37,CUST1957,6,59.800000000000004,1,39
2024-02-13,Mumbai,Bakery,Cake,2,258.48,Positive,5,47,CUST1294,13,129.24,1,25
2024-02-13,Bengaluru,Fruits,Banana,3,200.61,Negative,1,46,CUST5152,11,66.87,-1,32
2024-02-13,Bengaluru,Bakery,Cake,3,246.97,Positive,4,15,CUST6897,10,82.32333333333334,1,24
2024-02-13,Bengaluru,Beverages,Tea,2,177.46,Positive,4,45,CUST8768,20,88.73,1,36
2024-02-13,Kolkata,Snacks,Chips,4,172.79,Negative,1,22,CUST8867,20,43.1975,-1,57
2024-02-13,Chennai,Dairy,Milk,3,162.88,Positive,5,31,CUST6638,7,54.29333333333333,1,59
2024-02-13,Kolkata,Beverages,Juice,1,270.76,Positive,4,42,CUST8186,6,270.76,1,34
2024-02-13,Chennai,Bakery,Bread,0,232.67,Positive,5,36,CUST9559,16,,1,18
2024-02-13,Delhi,Snacks,Nuts,3,125.93,Neutral,3,12,CUST8598,15,41.97666666666667,0,46
2024-02-13,Delhi,Fruits,Apple,4,184.5,Neutral,3,45,CUST7109,22,46.125,0,30
2024-02-13,Delhi,Beverages,Tea,4,211.19,Positive,4,56,CUST7749,13,52.7975,1,46
2024-02-13,Bengaluru,Snacks,Nuts,1,275.72,Positive,5,38,CUST1130,20,275.72,1,58
2024-02-13,Chennai,Bakery,Bread,4,185.81,Neutral,4,56,CUST5487,13,46.4525,0,59
2024-02-13,Delhi,Bakery,Cookies,1,252.92,Positive,4,46,CUST9709,22,252.92,1,23
2024-02-13,Chennai,Beverages,Tea,7,284.84,Neutral,3,32,CUST9006,17,40.69142857142857,0,22
2024-02-13,Delhi,Beverages,Tea,0,138.05,Positive,5,59,CUST2862,13,,1,51
2024-02-13,Chennai,Beverages,Juice,3,203.23,Positive,5,33,CUST5645,19,67.74333333333333,1,28
2024-02-13,Mumbai,Dairy,Butter,6,167.65,Negative,2,23,CUST9889,9,27.941666666666666,-1,26
2024-02-13,Delhi,Fruits,Banana,4,272.95,Positive,5,34,CUST3632,6,68.2375,1,55
2024-02-13,Bengaluru,Snacks,Chips,7,228.68,Positive,5,54,CUST3552,6,32.66857142857143,1,57
2024-02-13,Mumbai,Bakery,Cake,4,178.26,Positive,4,42,CUST9448,21,44.565,1,58
2024-02-13,Mumbai,Bakery,Bread,3,151.32,Positive,5,61,CUST3643,19,50.44,1,26
2024-02-13,Mumbai,Fruits,Mango,0,168.85,Negative,1,44,CUST2615,21,,-1,25
2024-02-13,Chennai,Beverages,Tea,3,152.77,Positive,5,22,CUST5683,10,50.92333333333334,1,57
2024-02-13,Bengaluru,Beverages,Juice,1,172.17,Positive,4,50,CUST1303,14,172.17,1,20
2024-02-13,Mumbai,Bakery,Bread,5,168.93,Positive,4,38,CUST6116,7,33.786,1,30
2024-02-13,Bengaluru,Fruits,Apple,2,227.1,Neutral,4,49,CUST5957,11,113.55,0,36
2024-02-13,Kolkata,Bakery,Cake,3,160.49,Positive,4,31,CUST3454,14,53.49666666666667,1,51
2024-02-13,Mumbai,Beverages,Juice,5,225.37,Positive,4,22,CUST6533,6,45.074,1,49
2024-02-13,Mumbai,Snacks,Biscuit,4,166.19,Positive,4,40,CUST5046,14,41.5475,1,33
2024-02-13,Delhi,Beverages,Juice,2,141.24,Positive,5,33,CUST5985,21,70.62,1,53
2024-02-13,Delhi,Snacks,Nuts,2,187.58,Positive,5,47,CUST2368,18,93.79,1,35
